informacoes_profissionais.nivel_profissional,formacao_e_idiomas.nivel_academico,formacao_e_idiomas.nivel_ingles,perfil_vaga.nivel profissional,perfil_vaga.nivel_academico,perfil_vaga.nivel_ingles,informacoes_profissionais.area_atuacao,perfil_vaga.areas_atuacao,informacoes_basicas.tipo_contratacao,match_nivel_profissional,match_nivel_academico,match_nivel_ingles,match_area_atuacao
,,,sênior,ensino superior completo,básico,,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - projetos-,cooperado,0,0,0,0
,,,sênior,ensino superior completo,básico,,ti - sap-,"pj/autônomo, clt full",0,0,0,0
,,,analista,ensino superior completo,básico,,ti - sap-,clt cotas,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - sap-,pj/autônomo,0,0,0,0
,pós graduação completo,básico,sênior,ensino superior completo,nenhum,ti - projetos,ti - sap-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,intermediário,,ti - sistemas e ferramentas-,clt cotas,0,0,0,0
,,,sênior,ensino superior completo,nenhum,,ti - desenvolvimento/programação-,pj/autônomo,0,0,0,0
,mestrado completo,fluente,analista,ensino superior completo,básico,"financeira/controladoria, ti - governança, ti - processos e negócios, ti - projetos, ti - ux",ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,,,sênior,ensino superior completo,nenhum,,gestão e alocação de recursos de ti-,clt full,0,0,0,0
,,,sênior,ensino superior completo,nenhum,,ti - sistemas e ferramentas-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,intermediário,,ti - projetos-,clt full,0,0,0,0
,ensino superior completo,intermediário,pleno,ensino técnico completo,nenhum,ti - sap,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,especialista,pós graduação completo,básico,,ti - sap-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,intermediário,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,pós graduação completo,,sênior,ensino médio completo,avançado,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - sap-,hunting,0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,ensino superior completo,intermediário,sênior,ensino médio completo,avançado,ti - desenvolvimento/programação,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,ensino superior completo,,analista,ensino superior completo,avançado,,ti - sap-,clt cotas,0,1,0,0
,,,pleno,ensino superior completo,intermediário,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - sap-,"pj/autônomo, clt cotas",0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,ti - projetos-,clt full,0,0,0,0
,,,sênior,ensino superior completo,nenhum,,ti - projetos-,hunting,0,0,0,0
,,,pleno,ensino superior completo,nenhum,,gestão e alocação de recursos de ti-ti - infraestrutura-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,básico,,ti - sap-,"clt full, pj/autônomo",0,0,0,0
,,,analista,ensino superior completo,intermediário,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,ensino superior cursando,avançado,sênior,ensino superior completo,intermediário,ti - desenvolvimento/programação,ti - desenvolvimento/programação-,,0,0,0,0
,ensino superior completo,avançado,sênior,ensino médio completo,avançado,ti - qualidade/testes,financeira/controladoria-,pj/autônomo,0,0,1,0
,ensino superior completo,básico,especialista,ensino superior completo,básico,ti - sap,ti - sap-,"clt full, pj/autônomo",0,1,1,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,hunting,0,0,0,0
,,,sênior,ensino superior completo,básico,,ti - sistemas e ferramentas-,,0,0,0,0
,,,especialista,ensino superior completo,avançado,,ti - sap-,pj/autônomo,0,0,0,0
,,,sênior,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - projetos-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,básico,,ti - projetos-,hunting,0,0,0,0
,ensino superior incompleto,nenhum,analista,ensino superior completo,intermediário,ti - suporte,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,pleno,ensino superior completo,nenhum,,gestão e alocação de recursos de ti-ti - arquitetura-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,intermediário,,ti - projetos-,pj/autônomo,0,0,0,0
,,,especialista,ensino superior completo,nenhum,,ti - projetos-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,técnico,,ti - sap-,pj/autônomo,0,0,0,0
,,,sênior,ensino médio completo,fluente,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - desenvolvimento/programação-,clt full,0,0,0,0
,,,pleno,ensino técnico completo,básico,,gestão e alocação de recursos de ti-,hunting,0,0,0,0
,,,sênior,ensino superior completo,fluente,,ti - sap-,clt full,0,0,0,0
,pós graduação completo,avançado,pleno,ensino superior completo,básico,"administrativa, ti - governança, ti - processos e negócios, ti - projetos",ti - sap-,pj/autônomo,0,0,0,0
,,,sênior,ensino médio completo,fluente,,ti - projetos-,hunting,0,0,0,0
,,,sênior,ensino superior completo,nenhum,,ti - projetos-,pj/autônomo,0,0,0,0
,,,pleno,ensino médio completo,nenhum,,ti - suporte-,cooperado,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - projetos-,hunting,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,,,sênior,ensino superior completo,intermediário,,ti - arquitetura-,,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - banco de dados-,clt full,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - projetos-,pj/autônomo,0,0,0,0
,ensino superior completo,,sênior,ensino superior completo,nenhum,,ti - sap-,pj/autônomo,0,1,0,0
,pós graduação completo,básico,analista,ensino superior completo,básico,ti - sistemas e ferramentas,ti - projetos-,"clt full, pj/autônomo",0,0,1,0
,,,sênior,ensino superior completo,fluente,,ti - projetos-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,nenhum,,ti - desenvolvimento/programação-,,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,,,pleno,ensino superior completo,nenhum,,ti - projetos-,hunting,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - desenvolvimento/programação-,clt full,0,0,0,0
,pós graduação incompleto,avançado,analista,ensino superior completo,básico,ti - sap,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,,,sênior,ensino superior completo,básico,,ti - sap-,pj/autônomo,0,0,0,0
,,,pleno,ensino superior completo,nenhum,,gestão e alocação de recursos de ti-ti - sap-,pj/autônomo,0,0,0,0
,,,pleno,ensino médio completo,avançado,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,fluente,,ti - projetos-,pj/autônomo,0,0,0,0
,pós graduação completo,intermediário,pleno,ensino técnico completo,nenhum,ti - desenvolvimento/programação,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior incompleto,intermediário,,ti - sap-,pj/autônomo,0,0,0,0
,pós graduação completo,básico,sênior,ensino superior completo,avançado,ti - infraestrutura,ti - projetos-,hunting,0,0,0,0
,,,sênior,ensino superior completo,intermediário,,ti - projetos-,clt full,0,0,0,0
,,,sênior,ensino médio completo,fluente,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,pós graduação completo,avançado,analista,ensino superior completo,básico,ti - sap,ti - sap-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,,,analista,ensino superior completo,básico,,ti - sap-,"pj/autônomo, clt full",0,0,0,0
,,,pleno,ensino superior completo,nenhum,,ti - projetos-,pj/autônomo,0,0,0,0
,ensino superior cursando,básico,júnior,ensino superior cursando,intermediário,recursos humanos,ti - projetos-,clt full,0,1,0,0
,ensino superior completo,básico,sênior,ensino superior completo,básico,ti - desenvolvimento/programação,ti - projetos-,"clt full, pj/autônomo",0,1,1,0
,,,pleno,ensino superior completo,intermediário,,ti - projetos-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,básico,,ti - projetos-,pj/autônomo,0,0,0,0
,ensino superior incompleto,básico,sênior,ensino superior completo,básico,ti - sap,ti - sap-,hunting,0,0,1,0
,,,sênior,ensino superior completo,fluente,,ti - sap-,pj/autônomo,0,0,0,0
,pós graduação completo,básico,sênior,ensino superior incompleto,nenhum,"ti - desenvolvimento/mobile, ti - desenvolvimento/programação",gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,básico,,ti - sap-,"clt full, pj/autônomo",0,0,0,0
,,,analista,ensino superior completo,básico,ti - suporte,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,,,pleno,ensino superior completo,avançado,,ti - projetos-,hunting,0,0,0,0
,,,sênior,ensino superior completo,intermediário,,ti - infraestrutura-,,0,0,0,0
,mestrado incompleto,básico,sênior,ensino superior cursando,básico,financeira/controladoria,ti - desenvolvimento/programação-,"clt full, cooperado, pj/autônomo",0,0,1,0
,ensino superior completo,intermediário,pleno,ensino técnico completo,nenhum,ti - projetos,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,pós graduação cursando,avançado,pleno,ensino superior completo,nenhum,ti - banco de dados,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,sênior,ensino médio completo,nenhum,,ti - projetos-,pj/autônomo,0,0,0,0
,,,especialista,ensino superior completo,básico,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,pós graduação completo,intermediário,analista,ensino superior completo,básico,ti - ux,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,,,analista,ensino superior completo,básico,,ti - sap-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - projetos-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - banco de dados-,clt full,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - sap-,"pj/autônomo, clt full",0,0,0,0
,ensino superior cursando,avançado,sênior,ensino superior completo,fluente,ti - sap,ti - sap-,"pj/autônomo, clt full",0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - sap-,pj/autônomo,0,0,0,0
,pós graduação completo,intermediário,analista,ensino superior completo,avançado,ti - banco de dados,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,,,sênior,ensino superior cursando,avançado,,ti - sistemas e ferramentas-,pj/autônomo,0,0,0,0
,,,gerente,ensino superior completo,avançado,,ti - projetos-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,clt full,0,0,0,0
,,,sênior,ensino superior completo,intermediário,,ti - desenvolvimento/design-,pj/autônomo,0,0,0,0
,pós graduação incompleto,nenhum,analista,ensino superior completo,básico,recursos humanos,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,sênior,ensino médio completo,nenhum,,gestão e alocação de recursos de ti-,cooperado,0,0,0,0
,pós graduação completo,intermediário,pleno,ensino técnico completo,nenhum,"administrativa, ti - infraestrutura, ti - projetos, ti - segurança da informação, ti - suporte, ti - telecom",gestão e alocação de recursos de ti-,hunting,0,0,0,0
,ensino superior completo,intermediário,sênior,ensino superior completo,nenhum,ti - sap,ti - sap-,pj/autônomo,0,1,0,0
,,,sênior,ensino superior completo,nenhum,,ti - desenvolvimento/programação-,,0,0,0,0
,ensino superior incompleto,intermediário,analista,ensino superior completo,fluente,"ti - arquitetura, ti - governança, ti - infraestrutura, ti - processos e negócios, ti - projetos, ti - sistemas e ferramentas, ti - suporte",ti - projetos-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,nenhum,,gestão e alocação de recursos de ti-ti - sap-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - sap-,clt cotas,0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - desenvolvimento/programação-,clt full,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - projetos-,pj/autônomo,0,0,0,0
,ensino superior completo,intermediário,analista,ensino superior completo,avançado,ti - telecom,ti - projetos-,clt full,0,1,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,pós graduação completo,fluente,sênior,ensino superior completo,intermediário,"ti - arquitetura, ti - banco de dados, ti - desenvolvimento/mobile, ti - desenvolvimento/programação, ti - governança, ti - processos e negócios, ti - projetos",ti - desenvolvimento/programação-,,0,0,0,0
,ensino superior completo,intermediário,analista,ensino superior completo,fluente,marketing,ti - projetos-,"pj/autônomo, clt full",0,1,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,hunting,0,0,0,0
,pós graduação cursando,avançado,analista,ensino superior completo,avançado,financeira/controladoria,ti - projetos-,"clt full, pj/autônomo",0,0,1,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,pj/autônomo,0,0,0,0
,ensino superior completo,avançado,gerente,ensino superior completo,básico,qualidade corporativa,ti - projetos-,"clt full, pj/autônomo",0,1,0,0
,,,analista,ensino superior cursando,intermediário,,ti - sap-,"clt full, clt cotas, cooperado, estagiário, pj/autônomo",0,0,0,0
,,,sênior,pós graduação completo,avançado,,ti - projetos-,hunting,0,0,0,0
,,,sênior,ensino superior completo,fluente,,ti - projetos-,pj/autônomo,0,0,0,0
,,,analista,ensino médio completo,nenhum,,administrativa-financeira/controladoria-,clt full,0,0,0,0
,,,analista,ensino superior completo,intermediário,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,sênior,ensino superior completo,intermediário,,ti - sap-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,básico,,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,,,assistente,ensino superior cursando,nenhum,,administrativa-,clt full,0,0,0,0
,,,gerente,ensino superior completo,básico,,ti - governança-ti - infraestrutura-ti - suporte-,"cooperado, pj/autônomo",0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,clt full,0,0,0,0
,,,sênior,ensino médio completo,nenhum,,financeira/controladoria-,cooperado,0,0,0,0
,,,sênior,ensino médio completo,avançado,,ti - sap-,pj/autônomo,0,0,0,0
,,,especialista,ensino superior completo,nenhum,,ti - projetos-,hunting,0,0,0,0
,,,sênior,ensino médio completo,nenhum,,ti - projetos-,cooperado,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - sap-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,nenhum,,gestão e alocação de recursos de ti-ti - sap-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,nenhum,,ti - sistemas e ferramentas-,clt full,0,0,0,0
,,,sênior,ensino superior completo,nenhum,,gestão e alocação de recursos de ti-ti - sap-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - desenvolvimento/programação-,clt full,0,0,0,0
,ensino superior cursando,básico,analista,ensino superior completo,básico,"administrativa, ti - arquitetura, ti - desenvolvimento/programação",ti - projetos-,clt full,0,0,1,0
,,,sênior,ensino superior completo,técnico,,gestão e alocação de recursos de ti-,cooperado,0,0,0,0
,ensino superior cursando,intermediário,pleno,ensino superior completo,intermediário,ti - desenvolvimento/programação,ti - desenvolvimento/programação-,,0,0,1,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,pós graduação completo,,sênior,ensino médio completo,técnico,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior incompleto,nenhum,,ti - desenvolvimento/programação-,pj/autônomo,0,0,0,0
,pós graduação completo,avançado,pleno,ensino médio completo,avançado,ti - desenvolvimento/programação,gestão e alocação de recursos de ti-,pj/autônomo,0,0,1,0
,,,sênior,ensino superior completo,intermediário,,ti - projetos-,,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - sap-,pj/autônomo,0,0,0,0
,ensino médio completo,avançado,júnior,ensino médio completo,intermediário,financeira/controladoria,financeira/controladoria-,pj/autônomo,0,1,0,0
,,,analista,ensino superior completo,fluente,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,pleno,ensino superior completo,avançado,,ti - projetos-,pj/autônomo,0,0,0,0
,,,pleno,ensino superior completo,avançado,,ti - projetos-,hunting,0,0,0,0
,ensino superior incompleto,nenhum,analista,ensino superior completo,básico,recursos humanos,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,ensino superior completo,avançado,analista,ensino superior completo,básico,ti - processos e negócios,ti - projetos-,"pj/autônomo, clt full",0,1,0,0
sênior,,,sênior,ensino superior completo,básico,,ti - sap-,"clt full, pj/autônomo",1,0,0,0
,,,pleno,ensino médio completo,avançado,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,avançado,,ti - sap-,"clt cotas, cooperado, estagiário, pj/autônomo, hunting",0,0,0,0
,,,sênior,ensino superior completo,nenhum,,ti - desenvolvimento/programação-,clt full,0,0,0,0
,pós graduação completo,avançado,pleno,ensino médio completo,nenhum,ti - projetos,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,ensino superior completo,intermediário,sênior,ensino superior cursando,nenhum,ti - projetos,ti - projetos-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,nenhum,,ti - projetos-,pj/autônomo,0,0,0,0
,ensino superior completo,avançado,analista,ensino superior completo,fluente,ti - sap,ti - sap-,pj/autônomo,0,1,0,0
,ensino superior completo,básico,analista,ensino superior completo,básico,financeira/controladoria,ti - projetos-,"clt full, pj/autônomo",0,1,1,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,júnior,ensino médio completo,nenhum,,administrativa-,clt full,0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,ensino superior completo,intermediário,sênior,ensino médio completo,nenhum,ti - banco de dados,financeira/controladoria-,hunting,0,0,0,0
,,,sênior,ensino superior completo,intermediário,,ti - desenvolvimento/programação-,,0,0,0,0
,,,sênior,ensino superior completo,fluente,,ti - sistemas e ferramentas-,clt full,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,analista,ensino superior completo,intermediário,,ti - projetos-,clt full,0,0,0,0
,,,analista,ensino superior completo,avançado,,ti - sap-,"clt full, pj/autônomo",0,0,0,0
,,,sênior,ensino superior completo,básico,,ti - sap-,"clt full, pj/autônomo",0,0,0,0
,,,líder,ensino superior completo,básico,,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"cooperado, pj/autônomo",0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - sap-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - sap-,"clt full, pj/autônomo",0,0,0,0
,,,analista,ensino superior completo,básico,,ti - sap-,pj/autônomo,0,0,0,0
,,,pleno,ensino superior completo,avançado,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,ensino superior completo,básico,júnior,ensino superior completo,intermediário,ti - suporte,ti - projetos-,clt full,0,1,0,0
,pós graduação completo,básico,sênior,ensino superior completo,intermediário,ti - desenvolvimento/programação,ti - sistemas e ferramentas-,clt cotas,0,0,0,0
,ensino superior completo,intermediário,analista,ensino superior completo,básico,ti - infraestrutura,ti - projetos-,"pj/autônomo, clt full",0,1,0,0
,,,sênior,ensino médio completo,nenhum,,gestão e alocação de recursos de ti-,cooperado,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,ensino superior completo,básico,sênior,ensino médio completo,nenhum,ti - desenvolvimento/programação,ti - projetos-,cooperado,0,0,0,0
,,,sênior,ensino superior completo,fluente,,ti - projetos-,pj/autônomo,0,0,0,0
,,,pleno,ensino superior completo,nenhum,,gestão e alocação de recursos de ti-ti - infraestrutura-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,básico,,ti - projetos-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - suporte-,"pj/autônomo, clt full",0,0,0,0
,,,pleno,ensino superior completo,intermediário,,ti - desenvolvimento/programação-,hunting,0,0,0,0
,pós graduação completo,avançado,analista,ensino superior completo,intermediário,"ti - governança, ti - processos e negócios, ti - projetos, ti - sistemas e ferramentas",ti - sistemas e ferramentas-,hunting,0,0,0,0
,ensino superior completo,intermediário,analista,ensino superior completo,básico,financeira/controladoria,ti - projetos-,"clt full, pj/autônomo",0,1,0,0
,,,sênior,ensino superior completo,nenhum,,ti - sap-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - sap-,pj/autônomo,0,0,0,0
,pós graduação cursando,avançado,sênior,ensino superior completo,avançado,ti - sap,ti - sap-,hunting,0,0,1,0
,,,analista,ensino superior completo,fluente,,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,,,júnior,ensino médio completo,nenhum,,comercial-,clt full,0,0,0,0
,,,sênior,ensino superior completo,nenhum,,ti - projetos-,hunting,0,0,0,0
,ensino superior completo,básico,pleno,ensino superior completo,nenhum,marketing,ti - processos e negócios-,clt full,0,1,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,ensino superior completo,básico,analista,ensino superior completo,básico,ti - desenvolvimento/programação,ti - infraestrutura-ti - processos e negócios-ti - projetos-,clt full,0,1,1,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,sênior,ensino superior completo,nenhum,,gestão e alocação de recursos de ti-ti - sap-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,básico,,ti - sap-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,ensino superior incompleto,básico,sênior,ensino superior completo,intermediário,ti - desenvolvimento/programação,ti - desenvolvimento/programação-,,0,0,0,0
,,,assistente,ensino médio completo,nenhum,,administrativa-,clt full,0,0,0,0
,,,pleno,ensino médio completo,nenhum,,qualidade corporativa-,clt full,0,0,0,0
,,,júnior,ensino superior cursando,intermediário,,ti - projetos-,clt full,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - banco de dados-,"cooperado, pj/autônomo",0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,ensino superior cursando,intermediário,analista,ensino superior completo,básico,ti - desenvolvimento/programação,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,ensino superior completo,intermediário,analista,ensino superior completo,intermediário,ti - desenvolvimento/programação,ti - desenvolvimento/programação-,clt full,0,1,1,0
,,,sênior,ensino superior completo,nenhum,,ti - sap-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - projetos-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,clt full,0,0,0,0
,,,sênior,ensino superior completo,avançado,,gestão e alocação de recursos de ti-,cooperado,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - desenvolvimento/programação-,clt full,0,0,0,0
,,,analista,ensino superior completo,fluente,,ti - sap-,"pj/autônomo, clt full",0,0,0,0
,,,líder,ensino superior completo,fluente,,ti - projetos-,"pj/autônomo, clt full",0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - sap-,pj/autônomo,0,0,0,0
,ensino fundamental completo,básico,pleno,ensino superior completo,básico,ti - desenvolvimento/mobile,ti - projetos-,"clt full, pj/autônomo",0,0,1,0
,ensino superior completo,básico,júnior,ensino superior completo,básico,ti - desenvolvimento/programação,ti - sap-,clt full,0,1,1,0
,,,pleno,ensino superior completo,intermediário,,marketing-,clt full,0,0,0,0
,pós graduação completo,intermediário,sênior,ensino técnico completo,avançado,ti - projetos,marketing-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,fluente,,ti - projetos-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,intermediário,,ti - desenvolvimento/programação-,pj/autônomo,0,0,0,0
,,,pleno,ensino superior completo,avançado,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,fluente,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,pós graduação completo,intermediário,pleno,ensino superior completo,nenhum,ti - sistemas e ferramentas,ti - sap-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,fluente,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,,,sênior,ensino médio completo,avançado,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,,0,0,0,0
,,,sênior,ensino superior completo,básico,,ti - projetos-,"clt full, pj/autônomo",0,0,0,0
,ensino superior completo,básico,sênior,ensino superior completo,nenhum,ti - projetos,ti - desenvolvimento/programação-,pj/autônomo,0,1,0,0
,ensino superior completo,intermediário,sênior,ensino superior completo,avançado,ti - sap,ti - sap-,pj/autônomo,0,1,0,0
,,,analista,ensino superior completo,básico,,ti - sap-,clt full,0,0,0,0
,pós graduação completo,avançado,sênior,ensino superior completo,fluente,ti - sap,ti - sap-,clt full,0,0,0,0
,,,sênior,ensino superior completo,básico,,ti - sap-,"clt full, pj/autônomo",0,0,0,0
,ensino superior incompleto,básico,sênior,ensino superior completo,avançado,ti - desenvolvimento/programação,ti - sap-,"clt full, pj/autônomo",0,0,0,0
,pós graduação cursando,básico,analista,ensino superior completo,básico,ti - sistemas e ferramentas,ti - projetos-,"clt full, pj/autônomo",0,0,1,0
,,,analista,ensino superior completo,básico,,ti - sap-,"clt full, pj/autônomo",0,0,0,0
,,,sênior,ensino superior completo,avançado,,ti - projetos-,hunting,0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,intermediário,,ti - projetos-,hunting,0,0,0,0
,,,pleno,ensino técnico completo,nenhum,,gestão e alocação de recursos de ti-,pj/autônomo,0,0,0,0
,,,sênior,ensino superior completo,intermediário,,ti - projetos-,pj/autônomo,0,0,0,0
,ensino superior completo,intermediário,analista,ensino superior completo,básico,ti - projetos,ti - projetos-,"pj/autônomo, clt full",0,1,0,0
,,,sênior,ensino superior completo,nenhum,,gestão e alocação de recursos de ti-,clt full,0,0,0,0
,,,analista,ensino superior completo,básico,,ti - projetos-,clt full,0,0,0,0
,,,sênior,ensino superior completo,intermediário,,ti - sistemas e ferramentas-,pj/autônomo,0,0,0,0
,,,sênior,ensino médio completo,avançado,,ti - projetos-,pj/autônomo,0,0,0,0
,,,sênior,ensino médio completo,nenhum,,ti - projetos-,pj/autônomo,0,0,0,0
